epoch,training_objective,train_loss,train_mae,validation_overall_proxy,validation_mae,validation_mse,validation_rmse,validation_mape_pct,validation_smape_pct,validation_wape_pct
1,overall,0.24973808413313836,2.4341108514954,0.1727422265397083,1.8008204716428045,8.735644250663105,2.955612330916067,20.710942512344253,18.8247633691532,16.860598593553007
2,overall,0.1750683345813795,1.7215911001137716,0.15590211503076032,1.6433931089715068,7.017193615619376,2.648998606194306,18.927051992185568,17.1595818554056,15.38664846279898
3,overall,0.1616598155012382,1.59432301283702,0.14658436397415656,1.5466298770233908,6.7518850230829655,2.598438958891081,16.824281158700177,16.082595656192638,14.480680300962327
4,overall,0.15478316895057792,1.526993425987567,0.14151587285803383,1.4946060837556292,6.45477731616099,2.540625378949244,16.022665672301834,15.497899147135815,13.993595491891087
5,overall,0.15055781357067147,1.4853628529715783,0.13959406756809253,1.4731020521676648,6.33369807848093,2.5166839448927494,15.859557233810579,15.19111246494467,13.792259017513386
6,overall,0.14747925454330335,1.4549976263668938,0.13678690806080265,1.437525558952219,6.115917716922042,2.473038155169071,15.696013813425822,14.845917731883304,13.459165863077683
7,overall,0.1453236692413295,1.4341200631099058,0.13539947262269456,1.4248129632408055,6.063098365179213,2.4623359570089565,15.396654943506375,14.675368164593186,13.340141242496411
8,overall,0.1432026192494684,1.4142797360578627,0.1346004927035286,1.4253409662127472,5.955180977557499,2.4403239493062183,15.179385633705177,14.65894649904561,13.345084792565007
9,overall,0.1415980388789106,1.399539343543342,0.13610449957770318,1.4388736891292138,6.28049081675705,2.5060907439191125,14.894588511176893,14.827150116982967,13.471788043980274
10,overall,0.14017447228420776,1.3858229881845936,0.136527888735066,1.4456665726342883,6.284476352414951,2.506885787668627,14.987476214413388,14.851804780999645,13.535387988491868
11,overall,0.13907020147313776,1.3751148294064324,0.13233531515170657,1.3963445731694002,5.840380613196918,2.416687942866625,14.919302804147735,14.376597466316579,13.073599349422096
12,overall,0.13791489094188533,1.3641528004496641,0.1321404955383443,1.3952948678836816,5.8305262371366835,2.414648263647665,14.861958132722727,14.360290211160603,13.063771240655717
13,overall,0.13674528975325626,1.3526177312090635,0.13209943982739983,1.3891311292565862,5.902121049553106,2.4294281322058295,14.808406455113385,14.333607725130063,13.006061810724464
14,overall,0.1358044882649545,1.3432950447788217,0.1322136932277694,1.3966615098237238,5.84692001904526,2.4180405329616086,14.793299869516948,14.408050115690571,13.076566742225701
15,overall,0.13471293178006136,1.332882304781491,0.13298301558580836,1.4003631521988422,6.064398161646687,2.462599878511872,14.637558961441163,14.439355518492974,13.111224225970778
16,overall,0.13366750667868066,1.3229423264321047,0.13225007812029854,1.3821748865253343,5.784394470063718,2.405076811676442,15.29019005379954,14.354078807231238,12.940932377636688
17,overall,0.13264854624440717,1.312890631499842,0.13171367425055536,1.3866257156473072,5.855199649347216,2.4197519809573906,14.796334736854522,14.273132732499525,12.982604295751669
18,overall,0.13169403809452385,1.303711346198057,0.13297747807614863,1.3975325073514775,5.819184603720352,2.412298614127271,15.30389597650235,14.405801642695437,13.084721658233534
19,overall,0.13067542327160414,1.2942792457130494,0.1324449838374929,1.3969401011837008,5.918845422977538,2.4328677364331868,14.829279409412152,14.33399170487891,13.079175118333241
20,overall,0.12966290217016707,1.2846909077306794,0.13274368703416567,1.395786235541107,6.057993648201414,2.461299178929984,14.636608133634315,14.397535542623913,13.068371784110303
21,overall,0.12861104296757184,1.2748435667426863,0.1318887961965653,1.3845885660396362,5.899960216327255,2.4289833709449833,14.853999609014384,14.251840730735996,12.96353101090689
22,overall,0.1274257319523843,1.264110624721916,0.13314540811831113,1.4011874419361916,5.9464040099422615,2.4385249660280826,15.072299547058476,14.366126722596004,13.118941829477112
23,overall,0.12632503715543267,1.2541619993976711,0.13251622322536968,1.3838632354582212,5.996317154763597,2.448737869753232,14.974382381071239,14.292460859292236,12.95673993540911
24,overall,0.12522899438835092,1.2444658294439588,0.13302002769546376,1.395929172025659,6.07486531537385,2.4647241864707397,14.800602424680894,14.356846280165911,13.069710060039725
25,overall,0.1239827651731064,1.2331668904556852,0.13360976737912098,1.4064467582171003,6.0986004816728645,2.469534466589374,14.813903625207317,14.44448568525662,13.168183395799405
26,overall,0.1228515315984396,1.2232322037424828,0.13645375658029768,1.4250427958666798,6.26587167428149,2.503172322130758,15.775799749599997,14.44858154767358,13.342293103667247
27,overall,0.1215033615680085,1.211027580438201,0.13371824236415575,1.4031164087121135,6.150516058568376,2.480023398794531,14.841952038250902,14.421760448514709,13.137002227513042
28,overall,0.12030748903478271,1.2004689352345768,0.1392680515001888,1.4622349003337578,6.509680823027467,2.5514076160087527,15.917407758780634,14.734041526727879,13.690512792494324
29,overall,0.11918503537620466,1.1906173524168349,0.1364433712979546,1.4279580129723066,6.236906568748707,2.4973799408077073,15.667794152114325,14.563410413136952,13.369587498752722
30,overall,0.11779105529308592,1.178219732276899,0.13549968877500393,1.4221817525894052,6.341008369499906,2.518135891785808,14.975298693168234,14.555260157453509,13.315505923592097
31,overall,0.1167209322851275,1.1686395484557266,0.1354667875036826,1.4174147939751645,6.210706923377562,2.4921289941288274,15.425164953093331,14.478796769429165,13.270874169915134
32,overall,0.11543407527578382,1.1570701470762867,0.13515690678017347,1.4146075232239954,6.241641884379764,2.4983278176371817,15.260078137220617,14.43817568257587,13.24459044756512
33,overall,0.11452664216427733,1.1490624031523522,0.13385524132122215,1.4000655791528112,6.197856410769579,2.4895494393101694,14.912721084226572,14.379275716351495,13.108438129432894
34,overall,0.11372382113579896,1.1417449344064772,0.1349714221481128,1.4124759418954786,6.2880985725516565,2.5076081377583015,15.065256349492214,14.453212166793067,13.224633023870991
